system:index,ADM0_FR,ADM0_PCODE,ADM1_FR,ADM1_PCODE,ADM1_REF,AREA_SQKM,Shape_Area,Shape_Leng,date,histogram,validOn,validTo,.geo
0,Niger (the),NE,Zinder,NE007,,146640.856852,12.3240479025,16.7728238643,2023-06-21,"{null=792676.0, 1=2.19019181E8, 0=1.30759373E9}",2023-07-25,,"{""type"":""Polygon"",""coordinates"":[[[9.489228999999998,12.810654000000001],[9.470886000000002,12.817078],[9.489236,12.810652999999999],[9.513890000000002,12.809024],[9.531234,12.809564000000002],[9.546732,12.808459],[9.553791000000002,12.8072],[9.572782999999998,12.807309999999998],[9.580746,12.807911],[9.583171,12.807388999999999],[9.590634,12.805784],[9.617138,12.805558999999999],[9.650239,12.803606],[9.665972999999997,12.815154],[9.688586000000003,12.83533],[9.695457,12.844424999999998],[9.710216,12.858249999999998],[9.739519,12.888027],[9.762962,12.91185],[9.769899,12.91749],[9.776782,12.926116],[9.790373000000002,12.940149999999997],[9.794327999999998,12.942058999999999],[9.797311000000002,12.94579],[9.803278,12.953254],[9.811966000000002,12.966054000000002],[9.816587,12.970043],[9.832785,12.996083],[9.846766,13.014950000000002],[9.869398,13.035808],[9.872683000000002,13.03586],[9.886539,13.048745],[9.901128,13.060029999999996],[9.907724000000002,13.066049999999999],[9.912680000000002,13.070570000000002],[9.941012,13.10164],[9.979029000000002,13.143436999999999],[9.981909,13.149605],[9.983855000000002,13.149497000000002],[9.984539000000002,13.150691000000002],[9.985451,13.152284000000002],[9.991483000000002,13.156520000000002],[9.996532000000002,13.163276000000002],[9.999999999999998,13.16536],[10.016289,13.175097],[10.026958,13.180322],[10.033289,13.183420999999997],[10.039522000000002,13.189733],[10.049509999999998,13.196100000000001],[10.060895000000002,13.203417000000002],[10.086459,13.214784999999997],[10.100056999999998,13.220830999999999],[10.122913,13.230391999999998],[10.12546,13.23273],[10.14552,13.241100000000001],[10.161364,13.248707],[10.189862,13.260986000000003],[10.196810000000001,13.263979999999998],[10.207087,13.267818000000002],[10.250509,13.269862999999999],[10.257766999999998,13.271353999999999],[10.269289,13.270609],[10.288060999999999,13.271812999999998],[10.300735,13.272464],[10.32538,13.27398],[10.33571,13.27414],[10.38547,13.27672],[10.403309,13.277439],[10.413630000000001,13.27851],[10.425570000000002,13.279887],[10.43192,13.280620000000003],[10.4392,13.28026],[10.451865000000002,13.281829000000002],[10.466419,13.2825],[10.48438,13.29081],[10.533432,13.309226],[10.542163,13.311803999999999],[10.546529,13.313092000000003],[10.56146,13.3202],[10.572210000000002,13.323807],[10.586689999999999,13.3293],[10.60049,13.33364],[10.617067,13.340767],[10.654697,13.354171],[10.645874,13.422119],[10.609314,13.514893],[10.678284,13.568725999999996],[10.813476999999999,13.710083],[10.831299,13.825316999999998],[10.886474999999999,13.863524999999997],[10.943115,13.917725000000003],[10.956116,13.929870999999999],[11.022522,13.990112],[11.050903000000002,14.029724000000002],[11.066895,14.047118999999999],[11.078491000000001,14.077271000000001],[11.076111000000001,14.081116000000002],[11.153503,14.120727999999996],[11.224670000000001,14.168700999999999],[11.249695,14.185486000000001],[11.335327,14.154297000000001],[11.462891,14.177307000000003],[11.557922,14.197083],[11.563720999999997,14.199097000000002],[11.648071,14.260498],[11.727112,14.317322000000003],[11.751526,14.335083],[11.754089,14.343079000000005],[11.794494999999998,14.373900999999998],[11.841919,14.372681],[11.883301,14.371887],[11.912903000000002,14.389282],[11.920715,14.392883000000003],[11.924683,14.394470000000002],[11.996520999999998,14.424315999999996],[11.993713,14.425109999999997],[11.968323,14.440918000000003],[11.951477000000002,14.447875999999999],[11.932678000000001,14.452698000000002],[11.919128,14.472717],[11.912476,14.521118],[11.912476,14.526306000000002],[11.910705999999998,14.534485000000002],[11.914123999999997,14.547913000000003],[11.922485,14.567871],[11.973082999999999,14.598877000000002],[12.015686,14.614684999999998],[12.017272999999998,15.030701000000002],[12.016479000000002,15.077515000000002],[12.016479,15.110107],[12.021484000000001,15.821106000000006],[12.004271999999998,15.993895999999996],[12.004883000000001,17.418518],[12.00293,17.429871],[12.001169,17.496066000000003],[11.927315,17.471596],[11.851318,17.452271],[11.692022999999999,17.390559999999997],[11.416218,17.273888],[11.317688,17.233276],[11.040368,17.066377],[10.996703999999998,17.102295],[10.995697000000002,17.101587],[10.904907,17.037719999999997],[9.618530000000002,16.168518],[9.511719,16.094299],[9.354309,15.976685000000002],[9.257323999999999,15.942078000000002],[9.171509,15.920470999999997],[9.062072999999998,15.882507],[8.990723,15.856323],[8.643311,15.684875],[8.548706,15.634277],[8.485474000000002,15.605286000000001],[8.482117000000002,15.603515999999997],[8.416687,15.583313],[8.358276,15.568481],[8.285706000000001,15.549926999999997],[8.133484000000001,15.553528],[7.996704000000002,15.521484000000001],[7.981079000000001,15.507080000000002],[7.962096999999999,15.510681000000002],[7.8676759999999994,15.516479000000004],[7.782104000000001,15.525879],[7.720276,15.540283],[7.592102000000001,15.565491000000003],[7.479125999999999,15.574889999999998],[7.3314819999999985,15.326294],[7.33728,15.323914],[7.420471,15.291687000000001],[7.404907000000001,15.146118],[7.469116,15.033691000000003],[7.482727,15.009888],[7.509887999999999,14.819518999999998],[7.546875,14.776917000000001],[7.538086000000001,14.730896],[7.535095000000001,14.711121000000002],[7.5756840000000025,14.7005],[7.587524000000001,14.699097000000004],[7.597107000000003,14.691711],[7.6290890000000005,14.674316],[7.653319999999999,14.660095000000002],[7.675109999999999,14.648681999999999],[7.706482,14.642883],[7.700500000000002,14.552673000000002],[7.691101,14.528502999999999],[7.692321999999999,14.515076000000002],[7.696472000000002,14.471313],[7.703308,14.466675000000004],[7.76947,14.421082],[7.829712,14.416687000000001],[7.842102,14.423279000000004],[7.844482,14.424927],[7.899108999999999,14.472473],[7.946899,14.513916000000002],[7.959289999999999,14.524474999999997],[7.970703,14.523682],[8.002929999999997,14.521484],[8.017273000000001,14.462708],[8.073486,14.446899],[8.084473,14.443909000000001],[8.118102999999998,14.436095999999997],[8.123718,14.434875000000002],[8.145081,14.429077000000001],[8.161316,14.424682999999996],[8.168884,14.422484999999998],[8.178101000000002,14.409911999999998],[8.192077999999999,14.390319999999996],[8.206726,14.388672],[8.264098999999998,14.38269],[8.295470999999997,14.343689],[8.305114999999999,14.341124999999998],[8.318480999999998,14.337524000000002],[8.351501000000003,14.30072],[8.362122000000001,14.289917000000004],[8.396729,14.254700000000001],[8.415894,14.210083],[8.423523,14.186522999999998],[8.474915,14.168091],[8.497925,14.155700999999999],[8.520081,14.147278000000002],[8.521729,14.144897000000006],[8.520081,14.13269],[8.520325,14.109924],[8.519286999999998,14.059692],[8.522095,14.055115000000002],[8.526306,14.044311999999998],[8.528320000000003,14.039673],[8.530884,14.035095],[8.534912,14.027710000000004],[8.539124,14.018677],[8.543884,14.009888],[8.548523000000001,13.999878000000002],[8.548523000000001,13.994324],[8.546509,13.984314],[8.54187,13.960693000000001],[8.538695999999998,13.942078],[8.535278,13.925476],[8.531677,13.903502999999999],[8.529907,13.896911999999999],[8.529297000000001,13.888123],[8.526306,13.870911000000001],[8.521301000000001,13.865479],[8.515503,13.863281],[8.511719000000001,13.861876999999996],[8.505920000000001,13.854309],[8.503479000000002,13.851074000000002],[8.500916,13.847716999999996],[8.493529999999998,13.842711999999999],[8.490479,13.842712],[8.486876999999998,13.842711999999999],[8.480103,13.843506],[8.471497,13.844482],[8.467895999999998,13.84491],[8.462890999999999,13.845702999999999],[8.459472999999997,13.843688999999998],[8.451721,13.843079],[8.445129,13.839478000000002],[8.427307,13.834473000000003],[8.410706000000001,13.833313],[8.407898,13.833923],[8.407575000000001,13.833914],[8.399475000000002,13.833678999999998],[8.387878,13.834473000000001],[8.380919999999998,13.832275000000001],[8.365295000000001,13.819092],[8.353516,13.804687999999997],[8.343688999999998,13.795105000000001],[8.335876,13.788086],[8.331726,13.783508],[8.321472,13.775879],[8.298523,13.758911],[8.282288,13.747925],[8.254272000000002,13.726929],[8.230286,13.710692999999997],[8.229491999999999,13.666077000000001],[8.265686,13.643677000000002],[8.295105,13.625487999999999],[8.302307,13.620911000000001],[8.304504,13.616272],[8.350280999999999,13.583130000000002],[8.34668,13.573729999999998],[8.344298999999998,13.559692],[8.334717,13.537292],[8.333496,13.531494],[8.333496,13.524475000000002],[8.331116000000002,13.519714000000002],[8.335326999999998,13.506104],[8.337097,13.497924999999999],[8.339722000000002,13.480896],[8.341919,13.470520000000002],[8.344298999999998,13.462523999999998],[8.345703000000002,13.453674000000001],[8.347473,13.445679],[8.344727,13.443298],[8.343323,13.433899000000002],[8.340088000000002,13.422302000000002],[8.342896,13.410522],[8.345276,13.405273],[8.345703,13.400085000000002],[8.345276,13.391724000000002],[8.353271,13.382506999999999],[8.355529999999998,13.372498],[8.356506,13.365479],[8.354126,13.360901],[8.350708,13.353699],[8.341675,13.353699],[8.327515000000002,13.340515],[8.327271,13.336121],[8.327086999999999,13.331482000000001],[8.325073,13.308472000000002],[8.330322000000002,13.304688000000002],[8.337279999999998,13.314087],[8.343506,13.313721000000001],[8.339722000000002,13.304321000000002],[8.33728,13.297729000000002],[8.339478,13.286682],[8.330688,13.288086],[8.320679,13.277283],[8.306885,13.270691],[8.298523,13.260924999999999],[8.286925999999998,13.249328999999998],[8.279297,13.239929000000002],[8.270874,13.225280999999999],[8.255923,13.207559999999997],[8.262424,13.200803000000002],[8.266609,13.19598],[8.272805,13.18884],[8.287535,13.171680000000002],[8.293985,13.166992000000002],[8.30751,13.161079],[8.311187,13.15449],[8.313164000000002,13.151093000000001],[8.314689999999999,13.148469999999998],[8.316081999999998,13.146080999999999],[8.327896000000003,13.13277],[8.347680000000002,13.120089999999998],[8.356262,13.114529999999998],[8.365809,13.09771],[8.374815,13.090402],[8.376576,13.088971999999998],[8.381157000000002,13.08378],[8.388036000000001,13.08071],[8.388062,13.079560000000003],[8.400722000000002,13.070170000000001],[8.415628,13.054850000000002],[8.421723,13.055210000000002],[8.441998000000002,13.06164],[8.468829000000001,13.06889],[8.486417,13.069730000000002],[8.499373000000002,13.067710000000002],[8.515918,13.062770000000002],[8.531079,13.05665],[8.544619000000003,13.049576],[8.551114999999998,13.045941000000001],[8.564824999999999,13.03827],[8.585561,13.024215],[8.591749,13.018594],[8.592987000000003,13.017469],[8.598750999999998,13.011609999999997],[8.599980999999998,13.011174],[8.601825999999999,13.010519999999996],[8.621286999999999,12.990224],[8.626478000000002,12.98366],[8.63167,12.977097],[8.640002,12.96116],[8.644581,12.955737999999998],[8.644794,12.946079999999998],[8.646268999999998,12.943072],[8.648479999999998,12.93856],[8.661516000000002,12.932622],[8.671686,12.928923000000001],[8.674099,12.927248],[8.678120000000002,12.924455999999998],[8.6781,12.925375000000003],[8.690895,12.919659],[8.696354,12.916779999999997],[8.703639000000003,12.916243000000001],[8.707334,12.914661999999998],[8.709797000000002,12.913608999999997],[8.71494,12.914409999999998],[8.713684,12.926514],[8.714941,12.914409999999998],[8.725773,12.91256],[8.760316,12.899230000000001],[8.772569000000003,12.896726000000001],[8.78125,12.896669999999999],[8.787895000000002,12.893127000000002],[8.809591999999999,12.887820000000001],[8.824523000000001,12.880760000000002],[8.830379,12.88111],[8.852833,12.873279999999998],[8.860634,12.870445],[8.870721000000001,12.870419999999998],[8.882372,12.86306],[8.922516999999997,12.850289],[8.934302,12.84753],[8.939524,12.844646],[8.948964,12.84184],[8.95011,12.841548],[8.95651,12.839922],[8.969789,12.833053],[8.97541,12.833394000000004],[8.983734999999998,12.839080999999998],[8.997538999999998,12.840734],[9.013914000000002,12.838861],[9.015320000000001,12.840881],[9.014701,12.838771000000001],[9.056112,12.837082],[9.060473999999997,12.836905000000002],[9.073364,12.83739],[9.081153000000002,12.835010000000002],[9.093321000000001,12.836394000000002],[9.101775,12.835866999999999],[9.107416,12.83529],[9.138161,12.834269999999998],[9.143355,12.832530000000002],[9.147079,12.833980000000002],[9.159982999999999,12.833770000000001],[9.16526,12.832578000000002],[9.166579,12.832280000000003],[9.169425,12.830726],[9.178864,12.827910000000001],[9.204102,12.828252000000003],[9.220364,12.828472],[9.226023000000001,12.826969000000002],[9.229823999999999,12.82451],[9.243416999999999,12.825],[9.251414999999998,12.82377],[9.254364,12.822047000000001],[9.258296,12.819750000000003],[9.280433000000002,12.815106000000002],[9.287997999999998,12.81203],[9.291964999999998,12.813022],[9.305603,12.811205],[9.323243999999999,12.812278],[9.327387,12.812529999999999],[9.346109,12.814487],[9.353328000000001,12.817151000000003],[9.365284,12.817369999999999],[9.381880000000002,12.820208],[9.390264999999998,12.823123000000002],[9.416324000000001,12.821758000000003],[9.429696,12.821540000000002],[9.435132,12.819340000000002],[9.489228999999998,12.810654000000001]]]}"
1,Niger (the),NE,Dosso,NE003,,31413.1859636,2.6195572313,8.95228487526,2023-06-21,"{null=1496289.0, 1=1.23656474E8, 0=1.99465494E8}",2023-07-25,,"{""type"":""Polygon"",""coordinates"":[[[4.601841,13.731202],[4.585876,13.807312],[4.575317,13.832886],[4.549072,13.894714000000002],[4.51593,13.944274999999998],[4.511475,13.948486],[4.495483,13.965088],[4.494507,13.968506000000001],[4.483521,13.978271000000001],[4.471497000000001,14.019897],[4.452115,14.096205999999999],[4.452087,14.096313000000002],[4.451904,14.100098000000001],[4.446472,14.132874000000001],[4.441894999999999,14.163878999999998],[4.438293,14.188904000000003],[4.4310909999999994,14.220886000000002],[4.4180909999999995,14.255493],[4.416870000000001,14.286499000000001],[4.423889,14.363707999999999],[4.432312,14.413696],[4.438293,14.429504000000001],[4.397888,14.498474000000002],[4.378723000000001,14.535095],[4.354919,14.575499999999998],[4.3436889999999995,14.59613],[4.320496,14.605713000000003],[4.299072,14.614075000000001],[4.275879,14.620483000000002],[4.260498,14.629517000000005],[4.259887999999999,14.58313],[4.255127,14.524719],[4.205688000000001,14.505676],[4.1707149999999995,14.492126000000004],[4.167114,14.466492000000002],[4.167114,14.456908999999998],[4.168274,14.450928000000003],[4.168274,14.435486],[4.1297,14.423096],[4.121887,14.424682999999996],[4.117676,14.420715],[4.108276,14.421875000000004],[4.0867309999999994,14.412903000000004],[4.081482,14.412903000000004],[4.06189,14.405700999999995],[4.051331000000001,14.405700999999995],[4.024292,14.398071000000003],[4.003479,14.39209],[3.940125,14.385681000000002],[3.9365230000000007,14.382874000000003],[3.913696000000001,14.371277],[3.9022830000000006,14.361694],[3.8768920000000002,14.33728],[3.8565059999999995,14.307129],[3.833313,14.279114000000002],[3.7971190000000004,14.233704000000003],[3.7758790000000015,14.204711999999999],[3.7648929999999994,14.179077],[3.7570799999999998,14.152099999999999],[3.751282,14.107727],[3.747680999999999,14.088074000000002],[3.745911,14.078491000000001],[3.745299999999999,14.066711000000002],[3.7446899999999994,14.055481],[3.7435300000000002,14.052917000000003],[3.7395020000000008,14.040710000000002],[3.7380980000000004,14.038086000000003],[3.7238770000000003,14.000671],[3.7047120000000002,13.983887],[3.6649169999999995,13.94928],[3.490112,13.797301999999998],[3.3275150000000004,13.736511000000002],[3.2838750000000005,13.753906],[3.1903079999999995,13.791686999999998],[3.167297,13.801086],[3.147522,13.759521],[3.1347049999999994,13.732299999999999],[3.130493,13.709716999999998],[3.1101070000000006,13.599121000000002],[3.1043089999999998,13.599121],[3.067688,13.599304000000002],[3.031677,13.599487000000002],[3.0258790000000007,13.604492],[3.0023190000000004,13.624084],[2.998474,13.625487999999999],[2.9863280000000003,13.615479000000002],[2.9815060000000004,13.6073],[2.9788819999999996,13.603271],[2.9721070000000007,13.592102],[2.966492,13.582703],[2.962524,13.573119999999998],[2.961304,13.564514],[2.9583130000000004,13.564697000000002],[2.9483030000000006,13.555115000000002],[2.9426880000000004,13.55011],[2.934082,13.547302],[2.9268799999999997,13.543701],[2.9271240000000005,13.539917],[2.9340819999999996,13.538879],[2.927917,13.531128],[2.9171140000000007,13.517700000000001],[2.90033,13.517700000000001],[2.8881229999999998,13.518677],[2.886719,13.521301],[2.881287,13.516295999999999],[2.8806759999999993,13.505919999999998],[2.8762820000000002,13.493529999999998],[2.867676,13.483887],[2.854126,13.470885999999998],[2.847473,13.453918000000002],[2.8463130000000003,13.439087],[2.850890999999999,13.423278999999999],[2.858093,13.408508],[2.858093,13.395646000000003],[2.858093,13.394469999999998],[2.8580560000000004,13.393390000000002],[2.8573,13.375305000000003],[2.852722,13.365479000000002],[2.8397219999999996,13.354492],[2.837891,13.342102],[2.830688,13.334473000000001],[2.819702,13.333679],[2.810486,13.344727000000002],[2.807678,13.345886000000002],[2.80188,13.336304],[2.8009030000000004,13.330505],[2.816711,13.313904000000003],[2.8167110000000006,13.294922000000001],[2.8146969999999993,13.285277999999998],[2.8107299999999995,13.274719],[2.8105500000000005,13.274688999999999],[2.800014,13.272933],[2.786316,13.270691],[2.773315,13.267700000000001],[2.7539060000000006,13.26593],[2.74707,13.263122999999998],[2.746884,13.26305],[2.7418820000000004,13.261108],[2.728088,13.258301],[2.7158810000000004,13.256287],[2.7062989999999996,13.252501999999998],[2.695313,13.248718],[2.6887210000000006,13.243896000000003],[2.670105,13.229675000000002],[2.658081,13.22113],[2.653931,13.215881000000001],[2.648315,13.207275],[2.641479,13.196899000000002],[2.6315310000000003,13.184509],[2.6190800000000003,13.181702000000001],[2.6082760000000005,13.180114999999999],[2.5983280000000004,13.181702000000001],[2.586304,13.188292999999998],[2.573914,13.191527999999998],[2.563477,13.197876],[2.5548710000000003,13.19873],[2.551086,13.203125000000002],[2.5458979999999998,13.203917999999998],[2.521118,13.205872000000001],[2.511719,13.205505],[2.5010990000000004,13.201477],[2.4959110000000004,13.199524],[2.4849240000000004,13.192078],[2.474121,13.179321],[2.470703,13.170715],[2.469299,13.162476000000002],[2.465088,13.153075999999999],[2.460693,13.14209],[2.457886,13.130676000000001],[2.4550780000000003,13.125488000000004],[2.454529,13.118286],[2.456116,13.115905999999999],[2.463684,13.106079000000001],[2.476685,13.096679999999997],[2.491882,13.085083],[2.4967039999999994,13.067505],[2.4995210000000005,13.054036000000002],[2.502502,13.040527000000003],[2.5189209999999997,13.014709],[2.53772,13.001709000000002],[2.548279,12.995910999999998],[2.584717,12.963074],[2.623474,12.957091999999998],[2.693726,12.945313000000002],[2.696106,12.906676999999998],[2.6760860000000006,12.900696],[2.66333,12.889099],[2.643311,12.880676],[2.6162719999999995,12.871521],[2.602295,12.838928],[2.586914,12.803284],[2.584717,12.792725000000003],[2.601074,12.749329],[2.6140750000000006,12.731689],[2.623474,12.697693],[2.6256710000000005,12.662476000000002],[2.617493,12.636719],[2.612671,12.623718],[2.6174929999999996,12.601501],[2.6174929999999996,12.585082999999997],[2.6188960000000003,12.580688000000002],[2.624084,12.576477],[2.636108,12.568115000000002],[2.6397090000000003,12.551331000000001],[2.6325070000000004,12.534729000000002],[2.636108,12.522888],[2.644287,12.513306],[2.65509,12.528687],[2.66687,12.526488999999998],[2.6668699999999994,12.510924999999999],[2.6752929999999995,12.504882999999998],[2.681274,12.515686],[2.681274,12.522888],[2.689514,12.532288000000001],[2.695496,12.54071],[2.7026980000000003,12.560913000000001],[2.708679,12.574097],[2.7192990000000004,12.562072999999998],[2.730103,12.552673],[2.7359010000000006,12.531127999999999],[2.741882,12.506287000000002],[2.743139,12.491882],[2.744324,12.477721999999998],[2.737122,12.462097],[2.7479250000000004,12.455078000000002],[2.762085,12.440674000000001],[2.769287,12.430115],[2.782288,12.431274],[2.7943119999999997,12.427673],[2.803894,12.418091],[2.804917,12.417496000000002],[2.8058249999999996,12.41742],[2.818861,12.413813],[2.819161,12.41373],[2.8324950000000007,12.407510000000002],[2.8360029999999994,12.405207999999998],[2.8424,12.4023],[2.85729,12.395531999999998],[2.866644000000001,12.389774000000001],[2.89049,12.367217000000002],[2.916432,12.33914],[2.9305070000000004,12.325048],[2.930965,12.324547],[2.941201,12.31427],[2.9584889999999997,12.294476999999999],[2.9718139999999997,12.288940000000002],[2.9814,12.285938999999999],[2.9839669999999994,12.284031],[2.995654,12.275342],[3.001497,12.272345],[3.015117,12.251107000000001],[3.019818,12.236821000000003],[3.033424,12.224632],[3.048947,12.210724000000003],[3.053335,12.19691],[3.056818,12.190689999999998],[3.061244,12.18653],[3.082167,12.175254],[3.08378,12.174384],[3.085741,12.173326000000001],[3.1058140000000005,12.165199999999999],[3.105336,12.16267],[3.1109250000000004,12.15736],[3.121195,12.15341],[3.119998,12.146739999999998],[3.120908,12.140529999999998],[3.121127,12.140299],[3.124865,12.136374000000004],[3.143296,12.128017],[3.152385,12.12154],[3.168912,12.105600000000003],[3.169822,12.104614],[3.178916,12.094751],[3.189834,12.079756],[3.200547,12.069501],[3.2093830000000003,12.061043],[3.2165250000000003,12.057048],[3.2168430000000003,12.056870000000004],[3.2247580000000005,12.050165999999997],[3.228655,12.045],[3.2291179999999997,12.044389999999998],[3.230633,12.042382000000002],[3.23521,12.036321],[3.2552310000000007,12.019902],[3.2617550000000004,12.016191999999998],[3.260603,12.011744],[3.2605660000000003,12.011599],[3.248569,11.99418],[3.2625319999999998,11.98239],[3.268795,11.97293],[3.2724850000000005,11.96256],[3.2752149999999998,11.943722000000001],[3.2796919999999994,11.947846],[3.279527,11.946769],[3.2792870000000005,11.945206000000002],[3.2796759999999994,11.947776],[3.275229,11.943623],[3.275652,11.940703],[3.2775090000000002,11.938165],[3.283335000000001,11.935148000000002],[3.291025,11.93143],[3.2918169999999995,11.92875],[3.3020579999999997,11.894127000000001],[3.3076309999999998,11.88766],[3.3218680000000003,11.885752000000002],[3.325382,11.887804],[3.331644,11.886642],[3.339382,11.885204999999997],[3.352032,11.88754],[3.370941,11.89103],[3.381638,11.885692],[3.383986,11.88452],[3.404769,11.883953],[3.412005,11.880759],[3.427391,11.866470000000001],[3.439984,11.860457],[3.4551610000000004,11.85972],[3.4684819999999994,11.862899999999998],[3.4760259999999996,11.85978],[3.476878,11.85942],[3.4850369999999997,11.854339000000001],[3.495971,11.84166],[3.5029629999999994,11.837039999999998],[3.5143770000000005,11.82462],[3.519669,11.804328],[3.522668,11.79219],[3.5263059999999995,11.783439999999999],[3.535952,11.781242],[3.5414230000000004,11.779996000000002],[3.551412,11.78024],[3.558566,11.7766],[3.5606460000000006,11.77016],[3.559461,11.7651],[3.5503109999999998,11.751338],[3.548418,11.74376],[3.549002,11.741325000000002],[3.5497989999999997,11.737999999999998],[3.5551430000000006,11.730396],[3.570249,11.71727],[3.5991559999999994,11.701270000000001],[3.600804000000001,11.700072],[3.605074,11.69697],[3.606263,11.698189000000001],[3.6083919999999994,11.700372],[3.610128000000001,11.70215],[3.6325440000000007,11.719599],[3.6546120000000006,11.739234],[3.6690110000000007,11.750492],[3.679194999999999,11.758454],[3.6794480000000003,11.763513],[3.6713959999999997,11.794590000000001],[3.6711800000000006,11.799416],[3.665852,11.810473],[3.650014,11.821110000000001],[3.6341740000000002,11.831288],[3.626731000000001,11.83936],[3.6225760000000005,11.852489999999998],[3.621233,11.868589999999998],[3.6176700000000004,11.91689],[3.619336,11.92539],[3.625425,11.929737],[3.645432,11.951387],[3.647236,11.953340000000003],[3.6667009999999998,11.973271],[3.668822,11.977861],[3.6684309999999996,11.983963],[3.663879,11.984131],[3.6684309999999996,11.983964],[3.667938999999999,11.991660999999999],[3.657085999999999,12.025733999999998],[3.6471769999999997,12.063250000000002],[3.6425530000000004,12.076837],[3.630780999999999,12.117119999999998],[3.6323940000000006,12.128052000000002],[3.6343769999999997,12.14148],[3.635165000000001,12.165391000000003],[3.6380630000000003,12.190444],[3.63693,12.200336],[3.638824,12.20694],[3.64925,12.24329],[3.6575290000000003,12.268548999999998],[3.6552389999999995,12.281664000000001],[3.654019,12.330644999999999],[3.649706000000001,12.365841],[3.649724,12.370623999999998],[3.649795,12.389753000000002],[3.6476590000000004,12.425864],[3.6473739999999992,12.430689999999998],[3.6473299999999993,12.43415],[3.647192,12.444946],[3.6442319999999997,12.467029999999998],[3.643379999999999,12.4898],[3.641325,12.50383],[3.642555999999999,12.52015],[3.670649,12.543915],[3.6888250000000005,12.55929],[3.695875,12.565928999999999],[3.7022120000000003,12.569813],[3.714434,12.58149],[3.7217249999999993,12.589508],[3.7322940000000004,12.59728],[3.745216000000001,12.607806],[3.771067999999999,12.63],[3.817841,12.668656000000002],[3.8213219999999994,12.670912999999999],[3.8333440000000003,12.678704999999999],[3.8388579999999997,12.682951000000001],[3.8627260000000003,12.70133],[3.8664929999999997,12.705457],[3.876125,12.711390000000003],[3.927609,12.749315000000001],[3.93162,12.75477],[3.932326,12.755731],[3.9422080000000004,12.764190000000001],[3.964878,12.800176],[3.971263,12.811869999999999],[4.000325999999999,12.859086],[4.004256,12.86539],[4.00647,12.868941000000001],[4.018497,12.883129999999998],[4.022537,12.889912],[4.024644,12.893448999999999],[4.028567,12.90061],[4.030797000000001,12.904682],[4.049680999999999,12.929414],[4.051561000000001,12.930320000000002],[4.068109,12.95599],[4.096463,12.996069999999998],[4.099622000000001,13.009262],[4.101741,13.01811],[4.112101999999999,13.06886],[4.115944000000001,13.085159],[4.12184,13.10801],[4.127745000000001,13.140496],[4.129665,13.148301999999997],[4.128230000000001,13.186010000000001],[4.129066,13.209912],[4.129106,13.23579],[4.129168,13.275843],[4.129239,13.321329000000002],[4.12925,13.32829],[4.128839,13.339098000000002],[4.129778,13.365645],[4.129952999999999,13.370583],[4.1286890000000005,13.439545000000004],[4.127575,13.450354000000003],[4.130014,13.466660000000001],[4.130281000000001,13.472634000000001],[4.173043000000001,13.47332],[4.18196,13.47166],[4.197481,13.47433],[4.197473999999999,13.473179999999997],[4.212103,13.484127],[4.248242,13.516550000000002],[4.293125,13.555359],[4.2951239999999995,13.557],[4.307296000000001,13.566994000000001],[4.321238999999999,13.57932],[4.3243,13.58022],[4.349368,13.604660000000004],[4.402544,13.649139999999997],[4.411061999999999,13.65759],[4.434698,13.676739999999999],[4.459294,13.69818],[4.464737999999999,13.703429999999999],[4.478151000000001,13.704946],[4.479611000000001,13.707056],[4.480051,13.707691],[4.5316149999999995,13.717681999999998],[4.550214,13.720771],[4.554936,13.723490000000002],[4.563885,13.724092],[4.567405,13.724330000000004],[4.58389,13.727659000000001],[4.594721000000001,13.72965],[4.600148,13.730833],[4.601841,13.731202]]]}"
